"Country" "Region" "Year" "Population" "LifeExpectancy" "HealthExpenditure"
"Brunei Darussalam" "East Asia & Pacific" 1997 304726 75.48090244 6.338904842
"Bulgaria" "Europe & Central Asia" 1997 8312068 70.35121951 0.6386652878
"Burkina Faso" "Sub-Saharan Africa" 1997 11301608 49.36997561 0.1091257905
"Burundi" "Sub-Saharan Africa" 1997 6181493 45.02670732 0.08143476438
"Cambodia" "East Asia & Pacific" 1997 11731187 56.49226829 0.2344717788
"Cameroon" "Sub-Saharan Africa" 1997 14631908 51.19153659 0.2893214797
"Canada" "North America" 1997 29987200 78.4804878 18.73002802
"Cape Verde" "Sub-Saharan Africa" 1997 412893 68.03704878 0.5658519381
"Central African Republic" "Sub-Saharan Africa" 1997 3484027 44.89163415 0.1055410828
"Chad" "Sub-Saharan Africa" 1997 7448585 49.3045122 0.1149602723
"Chile" "Latin America & Caribbean" 1997 14840038 75.66980488 4.017580375
"China" "East Asia & Pacific" 1997 1230075000 70.76631707 0.3098156881
"Colombia" "Latin America & Caribbean" 1997 37775054 70.0852439 2.528904836
"Comoros" "Sub-Saharan Africa" 1997 520151 57.17646341 0.1855093041
"Congo, Dem. Rep." "Sub-Saharan Africa" 1997 46369335 45.41002439 0.05221841737
"Congo, Rep." "Sub-Saharan Africa" 1997 2890841 54.28341463 0.2489716034
"Costa Rica" "Latin America & Caribbean" 1997 3648263 77.2295122 2.233170198
"Cote d'Ivoire" "Sub-Saharan Africa" 1997 15492127 50.48992683 0.4661407703
"Croatia" "Europe & Central Asia" 1997 4572000 72.49512195 3.018071096
"Cuba" "Latin America & Caribbean" 1997 10992290 75.70641463 1.260632008
"Cyprus" "Europe & Central Asia" 1997 890758 77.54717073 7.163966026
"Czech Republic" "Europe & Central Asia" 1997 10304131 73.82487805 3.694187991
"Denmark" "Europe & Central Asia" 1997 5284991 75.94512195 26.28595542
"Djibouti" "Middle East & North Africa" 1997 665755 53.10365854 0.3400650267
"Dominican Republic" "Latin America & Caribbean" 1997 8190620 70.11560976 1.327623532
"Ecuador" "Latin America & Caribbean" 1997 11774005 72.15739024 0.8845520801
"Egypt, Arab Rep." "Middle East & North Africa" 1997 64199588 67.06531707 0.5854985856
"El Salvador" "Latin America & Caribbean" 1997 5839103 69.25595122 1.552978257
"Equatorial Guinea" "Sub-Saharan Africa" 1997 472486 48.51153659 0.4391661079
"Eritrea" "Sub-Saharan Africa" 1997 3335157 54.00653659 0.09100875563
"Estonia" "Europe & Central Asia" 1997 1399535 69.8097561 2.222847278
"Ethiopia" "Sub-Saharan Africa" 1997 60481739 50.23895122 0.0440261611
"Fiji" "East Asia & Pacific" 1997 793165 67.03756098 0.9178065376
"Finland" "Europe & Central Asia" 1997 5139835 76.87853659 18.45954734
"France" "Europe & Central Asia" 1997 60042230 78.30487805 24.36760865
"Gabon" "Sub-Saharan Africa" 1997 1148416 60.60495122 1.170776865
"Gambia, The" "Sub-Saharan Africa" 1997 1191155 54.24026829 0.2101281985
"Germany" "Europe & Central Asia" 1997 82034771 77.07317073 26.99173708
"Ghana" "Sub-Saharan Africa" 1997 17855250 57.95512195 0.2050530228
"Greece" "Europe & Central Asia" 1997 10776504 78.13658537 10.6395734
"Grenada" "Latin America & Caribbean" 1997 101039 72.40587805 2.189316296
"Guatemala" "Latin America & Caribbean" 1997 10481515 66.10614634 0.6394203473
"Guinea" "Sub-Saharan Africa" 1997 7982155 46.48834146 0.2633577699
"Guinea-Bissau" "Sub-Saharan Africa" 1997 1170619 44.11519512 0.1604042881
"Guyana" "Latin America & Caribbean" 1997 729743 63.04443902 0.5281766472
"Haiti" "Latin America & Caribbean" 1997 8187204 57.7314878 0.2456111299
"Honduras" "Latin America & Caribbean" 1997 5835607 69.464 0.3946951577
"Hungary" "Europe & Central Asia" 1997 10290486 70.70243902 3.088204975
"Iceland" "Europe & Central Asia" 1997 271128 78.88536585 26.49209856
"India" "South Asia" 1997 1000558144 60.53573171 0.1835357479
"Indonesia" "East Asia & Pacific" 1997 205063468 64.66943902 0.2033183162
"Iran, Islamic Rep." "Middle East & North Africa" 1997 61955730 68.91965854 1.100599748
"Ireland" "Europe & Central Asia" 1997 3674171 75.9697561 14.02208425
"Israel" "Middle East & North Africa" 1997 5836000 78 14.69741181
"Italy" "Europe & Central Asia" 1997 56890372 78.62853659 16.04371601
"Jamaica" "Latin America & Caribbean" 1997 2534068.675 70.27129268 1.778400943
"Jordan" "Middle East & North Africa" 1997 4459121.395 71.69860976 1.456612301
"Kazakhstan" "Europe & Central Asia" 1997 15333703.04 64.46341463 0.6688588569
"Kenya" "Sub-Saharan Africa" 1997 28944780 54.33712195 0.1865780976
"Korea, Rep." "East Asia & Pacific" 1997 45954000 74.24780488 4.543835714
"Kuwait" "Middle East & North Africa" 1997 1678812 73.49104878 6.679092418
"Kyrgyz Republic" "Europe & Central Asia" 1997 4696400 66.89268293 0.2065968797
"Lao PDR" "East Asia & Pacific" 1997 5016576 59.56956098 0.2199465889
"Latvia" "Europe & Central Asia" 1997 2432851 69.34926829 1.600927278
"Lebanon" "Middle East & North Africa" 1997 3597350 70.17719512 5.015643981
"Lesotho" "Sub-Saharan Africa" 1997 1865218 53.32817073 0.3207624869
"Liberia" "Sub-Saharan Africa" 1997 2360511 43.19934146 0
"Libya" "Middle East & North Africa" 1997 4951076 71.56809756 1.925804196
"Lithuania" "Europe & Central Asia" 1997 3575137 70.90902439 1.625783173
"Luxembourg" "Europe & Central Asia" 1997 419450 76.8804878 24.70736401
"Macedonia, FYR" "Europe & Central Asia" 1997 1982994 72.4147561 1.779357822
"Madagascar" "Sub-Saharan Africa" 1997 13981666 56.77004878 0.08552608959
"Malawi" "Sub-Saharan Africa" 1997 10319125 46.19646341 0.1329373536
"Malaysia" "East Asia & Pacific" 1997 21781499 71.56909756 1.230825735
"Maldives" "South Asia" 1997 259002 67.28160976 1.242929712
"Mali" "Sub-Saharan Africa" 1997 10371338 46.32653659 0.1823214976
"Mauritania" "Sub-Saharan Africa" 1997 2425374 56.8007561 0.2302378341
"Mauritius" "Sub-Saharan Africa" 1997 1148284 70.40487805 1.26966258
"Mexico" "Latin America & Caribbean" 1997 95441345 73.42604878 2.247720762
"Micronesia, Fed. Sts." "East Asia & Pacific" 1997 107947 66.97160976 1.487296704
"Moldova" "Europe & Central Asia" 1997 3659655 66.58514634 0.4222950815
"Mongolia" "East Asia & Pacific" 1997 2345618 61.80360976 0.1835656938
"Montenegro" "Europe & Central Asia" 1997 642533 75.51668293 0.9798453203
"Morocco" "Middle East & North Africa" 1997 27708647 67.47 0.4933028318
"Mozambique" "Sub-Saharan Africa" 1997 16862385 46.3554878 0.1046355932
"Myanmar" "East Asia & Pacific" 1997 43352191 60.9234878 0.02017998965
"Namibia" "Sub-Saharan Africa" 1997 1751872 59.4344878 1.418162609
"Nepal" "South Asia" 1997 22691788 59.09 0.1171842369
"Netherlands" "Europe & Central Asia" 1997 15610650 77.79439024 19.68537034
"New Zealand" "East Asia & Pacific" 1997 3781300 77.33414634 12.97292874
"Nicaragua" "Latin America & Caribbean" 1997 4824799 68.2414878 0.4794328417
"Niger" "Sub-Saharan Africa" 1997 9835945 45.99060976 0.06736440383
"Nigeria" "Sub-Saharan Africa" 1997 115268715 45.25370732 0.532666059
"Norway" "Europe & Central Asia" 1997 4405157 78.14268293 30.17106791
"Oman" "Middle East & North Africa" 1997 2266469 73.51482927 2.317489652
"Pakistan" "South Asia" 1997 134255952 62.51231707 0.1475536915
"Panama" "Latin America & Caribbean" 1997 2787228 73.65146341 2.576036119
"Papua New Guinea" "East Asia & Pacific" 1997 4970478 57.90629268 0.3372229151
"Paraguay" "Latin America & Caribbean" 1997 5014650 69.29556098 1.230334995
"Peru" "Latin America & Caribbean" 1997 24667356 69.00087805 1.042181181
"Philippines" "East Asia & Pacific" 1997 72427130 66.3397561 0.4114854248
"Poland" "Europe & Central Asia" 1997 38649660 72.64634146 2.300539002
"Portugal" "Europe & Central Asia" 1997 10091120 75.41219512 8.91797603
"Qatar" "Middle East & North Africa" 1997 528787 75.70439024 6.803402481
"Romania" "Europe & Central Asia" 1997 22553978 69.00487805 0.6626215849
"Russian Federation" "Europe & Central Asia" 1997 147304000 66.95073171 1.940917899
"Rwanda" "Sub-Saharan Africa" 1997 6297733 37.76419512 0.1350523794
"Samoa" "East Asia & Pacific" 1997 171766 68.37053659 0.7755515291
"Sao Tome and Principe" "Sub-Saharan Africa" 1997 133152 61.94297561 0.5466907686
"Saudi Arabia" "Middle East & North Africa" 1997 19020639 70.89912195 2.64804024
"Senegal" "Sub-Saharan Africa" 1997 8812695 54.86353659 0.2163940694
"Sierra Leone" "Sub-Saharan Africa" 1997 3913681 37.79902439 0.3140078214
"Singapore" "East Asia & Pacific" 1997 3796000 77.04878049 7.614150797
"Slovak Republic" "Europe & Central Asia" 1997 5383291 72.70487805 2.29814342
"Slovenia" "Europe & Central Asia" 1997 1985956 74.70731707 7.973915308
"Solomon Islands" "East Asia & Pacific" 1997 376511 60.90860976 0.495269013
"South Africa" "Sub-Saharan Africa" 1997 40926063.04 58.09112195 2.865605783
"Spain" "Europe & Central Asia" 1997 39582413 78.60414634 10.6100416
"Sri Lanka" "South Asia" 1997 18568000 69.3162439 0.2726810266
"St. Lucia" "Latin America & Caribbean" 1997 149666 71.76 1.985349141
"St. Vincent and the Grenadines" "Latin America & Caribbean" 1997 107979 70.1682439 1.283283848
"Sudan" "Sub-Saharan Africa" 1997 25763173 55.1925122 0.1374482377
"Suriname" "Latin America & Caribbean" 1997 447957 67.8555122 1.603582121
"Swaziland" "Sub-Saharan Africa" 1997 1006824 53.44180488 0.8726581496
"Sweden" "Europe & Central Asia" 1997 8846062 79.19756098 22.97196478
"Switzerland" "Europe & Central Asia" 1997 7088906 79.0795122 37.01166083
"Syrian Arab Republic" "Middle East & North Africa" 1997 14856464 73.36626829 0.5908390422
"Tajikistan" "Europe & Central Asia" 1997 5945181 62.81295122 0.05633900624
"Tanzania" "Sub-Saharan Africa" 1997 31592450 49.64453659 0.08045899417
"Thailand" "East Asia & Pacific" 1997 60933752 72.27929268 0.9896849904
"Togo" "Sub-Saharan Africa" 1997 4349349 54.36585366 0.1772125213
"Tonga" "East Asia & Pacific" 1997 96551 70.36368293 0.9841613159
"Trinidad and Tobago" "Latin America & Caribbean" 1997 1275460 68.79736585 1.871077979
"Tunisia" "Middle East & North Africa" 1997 9215000 71.90243902 1.16346389
"Turkey" "Europe & Central Asia" 1997 60783217 67.43280488 1.298792197
"Turkmenistan" "Europe & Central Asia" 1997 4335991 63.3954878 0.2997290712
"Uganda" "Sub-Saharan Africa" 1997 22123185 44.89019512 0.1477925565
"Ukraine" "Europe & Central Asia" 1997 50594105.02 67.29536585 0.6054961067
"United Arab Emirates" "Middle East & North Africa" 1997 2611610 73.92082927 7.507649941
"United Kingdom" "Europe & Central Asia" 1997 58316954 77.21097561 15.44821764
"United States" "North America" 1997 272657000 76.42926829 40.54627219
"Uruguay" "Latin America & Caribbean" 1997 3256181.753 73.66341463 6.826763602
"Uzbekistan" "Europe & Central Asia" 1997 23667000 66.57419512 0.4262172034
"Vanuatu" "East Asia & Pacific" 1997 174921 66.33009756 0.4802180955
"Venezuela, RB" "Latin America & Caribbean" 1997 22959000 72.5695122 1.443852079
"Vietnam" "East Asia & Pacific" 1997 74306900 70.50631707 0.1720205917
"Yemen, Rep." "Middle East & North Africa" 1997 16226938 58.13068293 0.207893129
"Zambia" "Sub-Saharan Africa" 1997 9418120 42.58960976 0.2578229868
"Albania" "Europe & Central Asia" 1998 3079037 73.19780488 0.4710204775
"Algeria" "Middle East & North Africa" 1998 29673694 69.33836585 0.6598324148
"Angola" "Sub-Saharan Africa" 1998 13138265 43.71431707 0.2439985905
"Argentina" "Latin America & Caribbean" 1998 36134642 73.28646341 7.065454278
"Armenia" "Europe & Central Asia" 1998 3109101 69.98553659 0.3516307641
"Australia" "East Asia & Pacific" 1998 18711000 78.63170732 15.87242931
"Austria" "Europe & Central Asia" 1998 7976789 77.57317073 26.66708917
"Azerbaijan" "Europe & Central Asia" 1998 7913000 65.92336585 0.3030136087
"Bahamas, The" "Latin America & Caribbean" 1998 290571 70.98285366 10.29197884
"Bahrain" "Middle East & North Africa" 1998 611237 73.54317073 4.793492731
"Bangladesh" "South Asia" 1998 124803351 63.72197561 0.09348686969
"Barbados" "Latin America & Caribbean" 1998 265941 75.21563415 5.301756391
"Belarus" "Europe & Central Asia" 1998 10069000 68.40731707 0.8926793042
"Belgium" "Europe & Central Asia" 1998 10203008 77.47317073 19.75633825
"Belize" "Latin America & Caribbean" 1998 238500 73.37263415 1.107679042
"Benin" "Sub-Saharan Africa" 1998 6154708 51.99582927 0.1749445419
"Bhutan" "South Asia" 1998 540507 59.51004878 0.4912651807
"Bolivia" "Latin America & Caribbean" 1998 7971237 62.2357561 0.5436715287
"Bosnia and Herzegovina" "Europe & Central Asia" 1998 3480285 72.7164878 0.9470603441
"Botswana" "Sub-Saharan Africa" 1998 1695587 53.84170732 1.26290675
"Brazil" "Latin America & Caribbean" 1998 169409713 69.4712439 3.356478226
"Brunei Darussalam" "East Asia & Pacific" 1998 312216 75.73636585 5.753251992
"Bulgaria" "Europe & Central Asia" 1998 8256786 71.06097561 0.8273043966
"Burkina Faso" "Sub-Saharan Africa" 1998 11621159 49.61034146 0.1246869997
"Burundi" "Sub-Saharan Africa" 1998 6223515 45.33843902 0.08041258657
"Cambodia" "East Asia & Pacific" 1998 11986128 56.76714634 0.1816529413
"Cameroon" "Sub-Saharan Africa" 1998 14976200 50.7867561 0.2899837299
"Canada" "North America" 1998 30247900 78.66243902 18.48571848
"Cape Verde" "Sub-Saharan Africa" 1998 421203 68.48780488 0.6537565901
"Central African Republic" "Sub-Saharan Africa" 1998 3559604 44.37256098 0.1026540535
"Chad" "Sub-Saharan Africa" 1998 7689836 49.01717073 0.1227848879
"Chile" "Latin America & Caribbean" 1998 15039162 76.03302439 4.052391002
"China" "East Asia & Pacific" 1998 1241935000 70.92709756 0.3537793694
"Colombia" "Latin America & Caribbean" 1998 38439099 70.40519512 2.236444083
"Comoros" "Sub-Saharan Africa" 1998 533754 57.41129268 0.1654374174
"Congo, Dem. Rep." "Sub-Saharan Africa" 1998 47373590 45.35578049 0.0608807087
"Congo, Rep." "Sub-Saharan Africa" 1998 2973329 54.1882439 0.2451089071
"Costa Rica" "Latin America & Caribbean" 1998 3740578 77.43036585 2.676700062
"Cote d'Ivoire" "Sub-Saharan Africa" 1998 15878555 50.29421951 0.5295705936
"Croatia" "Europe & Central Asia" 1998 4501000 72.31707317 3.721750565
"Cuba" "Latin America & Caribbean" 1998 11031429 75.94034146 1.335850429
"Cyprus" "Europe & Central Asia" 1998 908059 77.68609756 7.643722736
"Czech Republic" "Europe & Central Asia" 1998 10294373 74.51463415 3.981353259
"Denmark" "Europe & Central Asia" 1998 5304219 76.13902439 26.7081276
"Djibouti" "Middle East & North Africa" 1998 688940 53.3435122 0.3943436941
"Dominican Republic" "Latin America & Caribbean" 1998 8324680 70.37156098 1.429201856
"Ecuador" "Latin America & Caribbean" 1998 11959586 72.59126829 0.8342084538
"Egypt, Arab Rep." "Middle East & North Africa" 1998 65309201 67.77358537 0.6578953752
"El Salvador" "Latin America & Caribbean" 1998 5878097 69.38904878 1.685070311
"Equatorial Guinea" "Sub-Saharan Africa" 1998 488039 48.58719512 0.4898317888
"Eritrea" "Sub-Saharan Africa" 1998 3428264 54.7357561 0.09335497026
"Estonia" "Europe & Central Asia" 1998 1386156 69.35853659 2.230885071
"Ethiopia" "Sub-Saharan Africa" 1998 62174171 50.70868293 0.04541892237
"Fiji" "East Asia & Pacific" 1998 800685 67.23085366 0.65107814
"Finland" "Europe & Central Asia" 1998 5153498 77.09073171 18.50700252
"France" "Europe & Central Asia" 1998 60299148 78.45609756 24.83484773
"Gabon" "Sub-Saharan Africa" 1998 1177936 60.29268293 1.338171013
"Gambia, The" "Sub-Saharan Africa" 1998 1225044 54.53741463 0.2425366567
"Germany" "Europe & Central Asia" 1998 82047195 77.47560976 27.3339847
"Ghana" "Sub-Saharan Africa" 1998 18281113 58.0012439 0.2130394722
"Greece" "Europe & Central Asia" 1998 10834880 77.83902439 10.54592087
"Grenada" "Latin America & Caribbean" 1998 101219 72.74368293 2.473141297
"Guatemala" "Latin America & Caribbean" 1998 10723154 66.66741463 0.7485687197
"Guinea" "Sub-Saharan Africa" 1998 8112650 46.97890244 0.2495255017
"Guinea-Bissau" "Sub-Saharan Africa" 1998 1193585 44.36031707 0.1221491553
"Guyana" "Latin America & Caribbean" 1998 730458 63.47863415 0.5177273377
"Haiti" "Latin America & Caribbean" 1998 8342233 57.96487805 0.2699068888
"Honduras" "Latin America & Caribbean" 1998 5963008 69.82136585 0.4970822413
"Hungary" "Europe & Central Asia" 1998 10266570 70.55780488 3.351643859
"Iceland" "Europe & Central Asia" 1998 274047 79.60243902 27.83538318
"India" "South Asia" 1998 1018471141 60.89534146 0.1840910158
"Indonesia" "East Asia & Pacific" 1998 207839287 65.00356098 0.09549158154
"Iran, Islamic Rep." "Middle East & North Africa" 1998 63133032 69.18802439 1.342348871
"Ireland" "Europe & Central Asia" 1998 3712696 76.19536585 14.59447646
"Israel" "Middle East & North Africa" 1998 5971000 78.14878049 14.2920243
"Italy" "Europe & Central Asia" 1998 56906744 78.42682927 16.52734004
"Jamaica" "Latin America & Caribbean" 1998 2556780.051 70.31095122 1.750083629
"Jordan" "Middle East & North Africa" 1998 4597400 71.82902439 1.57302966
"Kazakhstan" "Europe & Central Asia" 1998 15071300.13 64.56097561 0.7005357115
"Kenya" "Sub-Saharan Africa" 1998 29696410 53.51197561 0.2132202635
"Korea, Rep." "East Asia & Pacific" 1998 46287000 74.81060976 3.129732008
"Kuwait" "Middle East & North Africa" 1998 1763693 73.58239024 6.527316821
"Kyrgyz Republic" "Europe & Central Asia" 1998 4769000 67.05121951 0.2335560495
"Lao PDR" "East Asia & Pacific" 1998 5120845 60.20656098 0.1603570555
"Latvia" "Europe & Central Asia" 1998 2410019 69.01219512 1.757532848
"Lebanon" "Middle East & North Africa" 1998 3644171 70.3317561 5.418962553
"Lesotho" "Sub-Saharan Africa" 1998 1900962 51.32182927 0.2942292549
"Liberia" "Sub-Saharan Africa" 1998 2540835 43.9587561 0.08384513752
"Libya" "Middle East & North Africa" 1998 5041233 71.94412195 2.215558612
"Lithuania" "Europe & Central Asia" 1998 3549331 71.2195122 1.927140563
"Luxembourg" "Europe & Central Asia" 1998 424700 77.01707317 25.82976759
"Macedonia, FYR" "Europe & Central Asia" 1998 1992404 72.57960976 1.87229266
"Madagascar" "Sub-Saharan Africa" 1998 14430739 57.74612195 0.08253876895
"Malawi" "Sub-Saharan Africa" 1998 10612353 46.03502439 0.09083430628
"Malaysia" "East Asia & Pacific" 1998 22322448 71.76470732 0.9588864087
"Maldives" "South Asia" 1998 263867 68.32573171 1.297782756
"Mali" "Sub-Saharan Africa" 1998 10662517 46.63397561 0.1698580959
"Mauritania" "Sub-Saharan Africa" 1998 2495316 56.86607317 0.2385779556
"Mauritius" "Sub-Saharan Africa" 1998 1160421 70.60731707 1.268903968
"Mexico" "Latin America & Caribbean" 1998 97001933 73.73187805 2.369586742
"Micronesia, Fed. Sts." "East Asia & Pacific" 1998 107605 67.07290244 1.419688865
"Moldova" "Europe & Central Asia" 1998 3652771 66.62192683 0.3572680964
"Mongolia" "East Asia & Pacific" 1998 2366895 62.1757561 0.1918377166
"Montenegro" "Europe & Central Asia" 1998 639309 75.31965854 1.00370122
"Morocco" "Middle East & North Africa" 1998 28082684 67.88117073 0.550906224
"Mozambique" "Sub-Saharan Africa" 1998 17295521 46.72753659 0.1130332187
"Myanmar" "East Asia & Pacific" 1998 43952526 61.27658537 0.02006590952
"Namibia" "Sub-Saharan Africa" 1998 1802579 58.83185366 1.289050772
